/opt/gpfs/data/raw_data/AudioSet/unbalanced_train/waveform/hdf5
1.h5/Y_WjacGADtLE.wav	320000
1.h5/Y_h3G3Edrx0c.wav	320000
10.h5/Y21wvg9FnMFQ.wav	320000
1.h5/Y_ZEKUdRhe3k.wav	320000
1.h5/YaBzV55RkPkU.wav	320000
1.h5/Y_YZUCxkVqYY.wav	320000
1.h5/Y_q_nXeCrlG8.wav	320000
1.h5/Y_iq7YT6ASXM.wav	320000
1.h5/YZwVz6SkXyxI.wav	320000
1.h5/YCjMjn5Eli1U.wav	320000
10.h5/Y2GDPBqRTCiY.wav	320000
10.h5/YYsv5-bhmxvQ.wav	320000
10.h5/YZAVKZDXLmhA.wav	320000
10.h5/Y1xAH3h6RchI.wav	320000
10.h5/Y22taUWH-AQY.wav	320000
1.h5/Ya1QKaMDDT-E.wav	320000
10.h5/Y1Upo18zIeAw.wav	320000
10.h5/Y1XcBouEk4IQ.wav	320000
1.h5/Y_1CqvmZ0zMg.wav	320000
1.h5/Y_GI2EF6UZGY.wav	320000
1.h5/Y_5oSBTElLlk.wav	320000
10.h5/Y1Z0RdtU90Ms.wav	320000
1.h5/Y_hNRo2k6nac.wav	320000
10.h5/Y21BMkUUqbR0.wav	320000
10.h5/YYnst_Jb-O0I.wav	320000
10.h5/Y1uBBi9XPnJ4.wav	320000
1.h5/Ya1Cp1oeXlwc.wav	320000
1.h5/YaGmfgqObtLk.wav	320000
1.h5/YaBP7hn6OyBs.wav	320000
10.h5/Y2Ip0dglucjY.wav	320000
1.h5/Y_eD-wP1X0IA.wav	320000
1.h5/Y_sw5REPtkCY.wav	320000
10.h5/Y1xXkoh-_vCU.wav	320000
10.h5/YYMUTe5P_DUY.wav	320000
10.h5/Y1vN9LGGdxg0.wav	320000
10.h5/Y2Hh8G6lXkn0.wav	320000
1.h5/Y_Hr9tHfHnf0.wav	320000
10.h5/Y1nrxT1IGS_Y.wav	320000
1.h5/YaLoGkuW5xFA.wav	320000
10.h5/Y1wGhvyvxAfw.wav	320000
10.h5/Y21pnnlP664w.wav	320000
1.h5/Ya3e61dmVNIc.wav	320000
10.h5/YYgnhZKND_cs.wav	320000
10.h5/Y2Nb0uMwHt-w.wav	320000
10.h5/Y2BxMZ5TIYhk.wav	320000
1.h5/Y_eYZnldeNNM.wav	320000
1.h5/YDRmRuTkTeTY.wav	320000
1.h5/Y_W7jVEfWqmo.wav	320000
10.h5/Y1bxI1EEmw1M.wav	320000
1.h5/Y_tb-VuOjdhg.wav	320000
10.h5/YYGfsntWWnck.wav	320000
10.h5/Y1pMb-6WFIik.wav	320000
10.h5/YYGBudGuV4VI.wav	320000
1.h5/Y_JoxUb_JCuc.wav	320000
1.h5/YZgen7AGvfXM.wav	320000
10.h5/YYdktSPjXYI8.wav	320000
1.h5/YaDnfJ5ATTSY.wav	320000
1.h5/Y_RiMTF3fWkA.wav	320000
1.h5/YaP6K5Wsife8.wav	320000
10.h5/Y1VVtItGtT6I.wav	320000
1.h5/Y_s7ECO8ahiQ.wav	320000
1.h5/YZyp4cUDL4Hc.wav	320000
10.h5/YXv9h_4fziVg.wav	320000
1.h5/Y_m113i85-kE.wav	320000
10.h5/YYJeles0oWBg.wav	320000
